what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350792929308
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1350792972204
opened,editor,com.aptana.editor.erb,3.0.3.1337406325,"com.aptana.editor.erb.html",1350792972611
activated,editor,com.aptana.editor.erb,3.0.3.1337406325,"com.aptana.editor.erb.html",1350792972656
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1350793006232
activated,editor,com.aptana.editor.ruby,3.0.3.1337406325,"com.aptana.editor.ruby",1350793006493
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1350793010918
opened,editor,com.aptana.editor.ruby,3.0.3.1337406325,"com.aptana.editor.ruby",1350793011187
activated,editor,com.aptana.editor.ruby,3.0.3.1337406325,"com.aptana.editor.ruby",1350793011207
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1350793012329
opened,editor,com.aptana.editor.ruby,3.0.3.1337406325,"com.aptana.editor.ruby",1350793012590
activated,editor,com.aptana.editor.ruby,3.0.3.1337406325,"com.aptana.editor.ruby",1350793012619
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1350793019270
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1350793019614
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1350793019645
activated,editor,com.aptana.editor.ruby,3.0.3.1337406325,"com.aptana.editor.ruby",1350793023171
closed,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1350793023171
activated,editor,com.aptana.editor.ruby,3.0.3.1337406325,"com.aptana.editor.ruby",1350793025458
closed,editor,com.aptana.editor.ruby,3.0.3.1337406325,"com.aptana.editor.ruby",1350793025458
activated,editor,com.aptana.editor.ruby,3.0.3.1337406325,"com.aptana.editor.ruby",1350793027335
closed,editor,com.aptana.editor.ruby,3.0.3.1337406325,"com.aptana.editor.ruby",1350793027336
activated,editor,com.aptana.editor.erb,3.0.3.1337406325,"com.aptana.editor.erb.html",1350793032922
closed,editor,com.aptana.editor.ruby,3.0.3.1337406325,"com.aptana.editor.ruby",1350793032922
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350793037959
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350793162311
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350793164039
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350793255226
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350793255979
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350793263097
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350793266594
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351002897363
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1351002897439
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351002897734
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351002903237
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1351002915328
started,bundle,com.aptana.editor.coffee,3.0.0.1337703194,"com.aptana.editor.coffee",1351002917935
opened,editor,com.aptana.editor.coffee,3.0.0.1337703194,"com.aptana.editor.coffee",1351002918100
activated,editor,com.aptana.editor.coffee,3.0.0.1337703194,"com.aptana.editor.coffee",1351002918126
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351003005330
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351003009426
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351003040467
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351003045005
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351003086534
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351003177352
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351003179163
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351003184852
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351003186491
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351003289610
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1351003297998
activated,editor,com.aptana.editor.sass,3.0.2.1337406325,"com.aptana.editor.sass",1351003298201
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351003326896
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351003327766
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351003330940
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351003334231
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351003341802
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351003343495
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351003352669
activated,editor,com.aptana.editor.ruby,3.0.3.1337406325,"com.aptana.editor.ruby",1351003365539
activated,editor,com.aptana.editor.erb,3.0.3.1337406325,"com.aptana.editor.erb.html",1351003367122
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351003379680
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351003381850
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351003385247
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351003390241
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1351003392796
activated,editor,com.aptana.editor.sass,3.0.2.1337406325,"com.aptana.editor.sass",1351003393152
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351003401722
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351003460203
activated,editor,com.aptana.editor.erb,3.0.3.1337406325,"com.aptana.editor.erb.html",1351003463563
activated,editor,com.aptana.editor.sass,3.0.2.1337406325,"com.aptana.editor.sass",1351003487181
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351003500705
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351003604908
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351003609386
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351003614014
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351003628633
activated,editor,com.aptana.editor.coffee,3.0.0.1337703194,"com.aptana.editor.coffee",1351003650054
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351003663768
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351003667068
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351003692027
activated,editor,com.aptana.editor.sass,3.0.2.1337406325,"com.aptana.editor.sass",1351003697096
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351003716583
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351003754637
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351003761234
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351003763048
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351003763778
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351003770269
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351003775388
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351003776526
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351003787305
activated,editor,com.aptana.editor.erb,3.0.3.1337406325,"com.aptana.editor.erb.html",1351003789776
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351003813210
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351004007405
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351004009162
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351004048144
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351004051545
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351004067714
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1351004080356
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1351004082996
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351004111383
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351004113501
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351004123890
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351004125439
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351004135489
