what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351145640663
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351145659252
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351145661303
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351145769635
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1351145772828
activated,editor,com.aptana.editor.erb,3.0.3.1337406325,"com.aptana.editor.erb.html",1351145773049
activated,editor,com.aptana.editor.erb,3.0.3.1337406325,"com.aptana.editor.erb.html",1351145785208
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1351145792852
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1351145803377
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351146373381
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351146517246
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351146529628
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351146532342
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351146601397
closed,editor,com.aptana.editor.ruby,3.0.3.1337406325,"com.aptana.editor.ruby",1351146608724
activated,editor,com.aptana.editor.erb,3.0.3.1337406325,"com.aptana.editor.erb.html",1351146613897
activated,editor,com.aptana.editor.erb,3.0.3.1337406325,"com.aptana.editor.erb.html",1351146616173
closed,editor,com.aptana.editor.erb,3.0.3.1337406325,"com.aptana.editor.erb.html",1351146616173
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1351146619344
activated,editor,com.aptana.editor.ruby,3.0.3.1337406325,"com.aptana.editor.ruby",1351146621831
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1351146625803
activated,editor,com.aptana.editor.ruby,3.0.3.1337406325,"com.aptana.editor.ruby",1351146626094
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351146677076
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351146680931
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351146703204
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351146778927
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351146836249
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351146864473
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1351146867198
activated,editor,com.aptana.editor.erb,3.0.3.1337406325,"com.aptana.editor.erb.html",1351146867441
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351146893337
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351146894503
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351147018050
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1351147022695
activated,editor,com.aptana.editor.erb,3.0.3.1337406325,"com.aptana.editor.erb.html",1351147022913
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351147043459
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351147055028
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351147057109
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351147100203
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351147109146
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351147111997
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351147195342
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1351147198239
activated,editor,com.aptana.editor.erb,3.0.3.1337406325,"com.aptana.editor.erb.html",1351147198640
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1351147205321
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351147236263
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351147460714
activated,editor,com.aptana.editor.erb,3.0.3.1337406325,"com.aptana.editor.erb.html",1351147469327
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1351147476155
activated,editor,com.aptana.editor.ruby,3.0.3.1337406325,"com.aptana.editor.ruby",1351147476384
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351147497267
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351147507392
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1351147523511
activated,editor,com.aptana.editor.erb,3.0.3.1337406325,"com.aptana.editor.erb.html",1351147523761
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351147533558
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351147551965
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1351147571256
activated,editor,com.aptana.editor.erb,3.0.3.1337406325,"com.aptana.editor.erb.html",1351147571506
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351147579613
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351147582126
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351147661205
activated,editor,com.aptana.editor.ruby,3.0.3.1337406325,"com.aptana.editor.ruby",1351147663646
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351147710623
activated,editor,com.aptana.editor.erb,3.0.3.1337406325,"com.aptana.editor.erb.html",1351147718624
