what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350541555804
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350541556929
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350541559317
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350541569129
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350541576282
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350542244612
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350542281740
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350542406324
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350542422061
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350542926849
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350542928333
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350543490979
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1350543497081
started,bundle,com.aptana.editor.sass,3.0.2.1337406325,"com.aptana.editor.sass",1350543512248
opened,editor,com.aptana.editor.sass,3.0.2.1337406325,"com.aptana.editor.sass",1350543512357
activated,editor,com.aptana.editor.sass,3.0.2.1337406325,"com.aptana.editor.sass",1350543512388
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1350543516104
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350543518602
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350543521898
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350543529928
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350543530884
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350543877968
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1350543882476
opened,editor,com.aptana.editor.erb,3.0.3.1337406325,"com.aptana.editor.erb.html",1350543888228
activated,editor,com.aptana.editor.erb,3.0.3.1337406325,"com.aptana.editor.erb.html",1350543888257
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350543906605
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350543914931
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350543927322
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350543938913
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350543946288
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350543954030
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350543959642
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350543962196
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350543972700
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350543975333
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350544196681
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350544198895
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350544203100
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1350544211103
error,log,,,"(Build 3.1.3.1337406272) [ERROR]  /Users/dlove/rails_projects/treebook/.metadata/.plugins/com.aptana.index.core/114577082.index (No such file or directory)",1350544222973
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1350544295848
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1350544302003
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350544308700
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350544363290
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350544411795
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350544416816
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350544455490
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350544460311
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350544467917
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350544473041
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350544481923
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350544486934
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350544487780
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350544489294
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350544498832
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350544502848
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350544511424
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350544521899
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350544522848
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350544525710
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350544533121
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350544538604
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350544668424
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350544732923
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350545000177
error,log,,,"(Build 3.1.3.1337406272) [ERROR]  /Users/dlove/rails_projects/treebook/.metadata/.plugins/com.aptana.index.core/114577082.index (No such file or directory)",1350545024829
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350545027686
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350545031594
error,log,,,"(Build 3.1.3.1337406272) [ERROR]  /Users/dlove/rails_projects/treebook/.metadata/.plugins/com.aptana.index.core/114577082.index (No such file or directory)",1350545044784
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350545048636
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350545057937
error,log,,,"(Build 3.1.3.1337406272) [ERROR]  /Users/dlove/rails_projects/treebook/.metadata/.plugins/com.aptana.index.core/114577082.index (No such file or directory)",1350545060318
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1350545063838
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350545069171
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350545069981
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350545076835
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350545078275
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350545125722
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350545126565
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350545128414
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350545139276
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350545152938
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350545154699
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350545156917
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350545169428
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350545171498
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350545184429
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350545186469
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350545308237
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350545326824
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350545327928
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350545346066
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350545348546
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350545365901
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350545377440
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350545379272
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350545458713
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1350545463628
started,bundle,org.eclipse.wst.css.core,1.1.501.v201111292150,"org.eclipse.wst.css.core",1350545473594
started,bundle,org.eclipse.wst.html.core,1.1.502.v201202091936,"org.eclipse.wst.html.core",1350545473610
started,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1350545473633
opened,editor,com.aptana.editor.css,3.0.3.1337703194,"com.aptana.editor.css",1350545473683
activated,editor,com.aptana.editor.css,3.0.3.1337703194,"com.aptana.editor.css",1350545473706
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1350545474665
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350545478117
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350545479472
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350545483210
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350545484501
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350545487035
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350545488598
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350545493101
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350545494418
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350545498999
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350545501087
error,log,,,"(Build 3.1.3.1337406272) [ERROR]  /Users/dlove/rails_projects/treebook/.metadata/.plugins/com.aptana.index.core/3575558297.index (No such file or directory)",1350545505924
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350545506637
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350545508583
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350545511113
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350545514577
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350545669442
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1350545674894
activated,editor,com.aptana.editor.erb,3.0.3.1337406325,"com.aptana.editor.erb.html",1350545682109
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350546045803
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350546134116
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1350546144893
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350546154604
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350546156616
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350546203799
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350546222360
error,log,,,"(Build 3.1.3.1337406272) [ERROR]  /Users/dlove/rails_projects/treebook/.metadata/.plugins/com.aptana.index.core/114577082.index (No such file or directory)",1350546225431
error,log,,,"(Build 3.1.3.1337406272) [ERROR]  /Users/dlove/rails_projects/treebook/.metadata/.plugins/com.aptana.index.core/114577082.index (No such file or directory)",1350546227306
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1350546249640
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350546267134
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350546279005
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350546295566
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350546297381
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350546332168
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350546358720
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350546421234
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350546423211
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350546781930
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350546792421
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350546820906
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350546824591
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350546826557
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350546827523
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350547510529
activated,editor,com.aptana.editor.css,3.0.3.1337703194,"com.aptana.editor.css",1350547514802
closed,editor,com.aptana.editor.erb,3.0.3.1337406325,"com.aptana.editor.erb.html",1350547514802
activated,editor,com.aptana.editor.erb,3.0.3.1337406325,"com.aptana.editor.erb.html",1350547516439
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350547548277
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350547550053
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350547556731
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350547558284
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350547560884
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350547571718
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350547593490
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350547625218
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350547644896
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350547646681
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350547651382
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350547652933
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350547662148
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350547663152
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350547674700
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350547676368
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350547692935
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350547695473
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350547701804
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350547703475
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350547709524
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350547710960
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350547714616
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350547720092
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350547836460
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350547870189
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350547873525
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350547917693
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350547920540
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350547928255
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350547929930
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350547959694
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350547969182
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350547981485
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350547986020
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350548001235
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350548004549
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350548013280
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350548026553
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350548027591
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350548042645
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350548047756
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350548089322
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350548102736
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350548103648
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350548335554
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350548344436
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350548352661
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350548355643
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350548373759
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350548467825
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350548572795
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350548684961
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350548791671
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350548792989
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350548854631
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350548871123
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350548884571
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1350548900574
activated,editor,com.aptana.editor.css,3.0.3.1337703194,"com.aptana.editor.css",1350548914773
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1350548918004
opened,editor,com.aptana.editor.sass,3.0.2.1337406325,"com.aptana.editor.sass",1350548919713
activated,editor,com.aptana.editor.sass,3.0.2.1337406325,"com.aptana.editor.sass",1350548919739
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350548938554
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350549004611
activated,editor,com.aptana.editor.erb,3.0.3.1337406325,"com.aptana.editor.erb.html",1350549008276
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350549018515
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350549020740
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350549078574
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350549110296
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350549112965
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350549141207
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350549146420
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350549172656
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350549193976
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350549196403
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350549208336
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1350549217535
activated,editor,com.aptana.editor.ruby,3.0.3.1337406325,"com.aptana.editor.ruby",1350549217857
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1350549240635
opened,editor,com.aptana.editor.ruby,3.0.3.1337406325,"com.aptana.editor.ruby",1350549245651
activated,editor,com.aptana.editor.ruby,3.0.3.1337406325,"com.aptana.editor.ruby",1350549245672
activated,editor,com.aptana.editor.ruby,3.0.3.1337406325,"com.aptana.editor.ruby",1350549254624
closed,editor,com.aptana.editor.ruby,3.0.3.1337406325,"com.aptana.editor.ruby",1350549254624
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350549266726
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350549331365
