what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351061541254
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351061590664
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351061604514
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351061679081
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351061682193
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351062246505
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1351062249252
started,bundle,com.aptana.workbench,3.0.0.1337406272,"com.aptana.workbench",1351062273837
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351062311212
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351062317115
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1351062317159
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351062330148
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351062332145
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1351062332202
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351062344143
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351062428395
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk",1351062434372
started,bundle,org.eclipse.equinox.p2.ui,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.ui",1351062434384
started,bundle,org.eclipse.equinox.p2.transport.ecf,1.0.0.v20111128-0624,"org.eclipse.equinox.p2.transport.ecf",1351062435341
started,bundle,org.eclipse.ecf.filetransfer,5.0.0.v20110531-2218,"org.eclipse.ecf.filetransfer",1351062435348
started,bundle,org.eclipse.ecf.identity,3.1.100.v20110531-2218,"org.eclipse.ecf.identity",1351062435366
started,bundle,org.eclipse.ecf,3.1.300.v20110531-2218,"org.eclipse.ecf",1351062435398
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer.httpclient",1351062435412
started,bundle,org.eclipse.ecf.provider.filetransfer,3.2.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer",1351062435414
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351062435527
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.2.100.v20110815-1419,"org.eclipse.equinox.p2.extensionlocation",1351062437738
started,bundle,org.eclipse.equinox.p2.updatesite,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.updatesite",1351062438161
started,bundle,org.eclipse.equinox.p2.publisher,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.publisher",1351062438164
error,log,,,"Provisioning exception",1351062438365
error,log,,,"No repository found at http://dist.springsource.com/release/TOOLS/composite/e3.7/bookmarks.xml.",1351062438365
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.help.installationDialog",1351062578580
started,bundle,com.aptana.formatter.ui.epl,3.0.0.1336049808,"com.aptana.formatter.ui.epl",1351062590004
started,bundle,com.aptana.editor.json,3.0.0.1337406272,"com.aptana.editor.json",1351062590030
started,bundle,com.aptana.editor.html.formatter,3.0.3.1337406272,"com.aptana.editor.html.formatter",1351062590038
started,bundle,com.aptana.editor.php.formatter,3.0.0.1337406288,"com.aptana.editor.php.formatter",1351062590045
started,bundle,com.aptana.editor.php,3.0.3.1337406288,"com.aptana.editor.php",1351062590058
started,bundle,com.aptana.editor.css.formatter,3.0.0.1337406272,"com.aptana.editor.css.formatter",1351062590064
started,bundle,com.aptana.editor.ruby.formatter.epl,3.0.2.1332192373,"com.aptana.editor.ruby.formatter.epl",1351062590068
started,bundle,com.aptana.editor.js.formatter,3.0.3.1337406272,"com.aptana.editor.js.formatter",1351062590073
started,bundle,com.aptana.editor.xml.formatter,3.0.0.1337406272,"com.aptana.editor.xml.formatter",1351062590081
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351062629710
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.install",1351062629757
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351062634917
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351062654305
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351062669782
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351062705978
opened,editor,com.aptana.editor.ruby,3.0.3.1337406325,"com.aptana.editor.ruby",1351062713461
activated,editor,com.aptana.editor.ruby,3.0.3.1337406325,"com.aptana.editor.ruby",1351062713494
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351062722282
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351062726471
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351062734063
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351062735043
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351062893737
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1351062898503
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351062905538
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351062906745
activated,editor,com.aptana.editor.ruby,3.0.3.1337406325,"com.aptana.editor.ruby",1351062906762
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351062907884
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351062913955
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351062920121
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351062923922
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1351062927971
opened,editor,com.aptana.editor.ruby,3.0.3.1337406325,"com.aptana.editor.ruby",1351062928289
activated,editor,com.aptana.editor.ruby,3.0.3.1337406325,"com.aptana.editor.ruby",1351062928313
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1351062935073
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351062970764
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351062971696
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351062998235
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1351063004642
opened,editor,com.aptana.editor.ruby,3.0.3.1337406325,"com.aptana.editor.ruby",1351063004935
activated,editor,com.aptana.editor.ruby,3.0.3.1337406325,"com.aptana.editor.ruby",1351063004970
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1351063010205
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1351063062358
opened,editor,com.aptana.editor.html,3.0.3.1338353383,"com.aptana.editor.html",1351063068124
activated,editor,com.aptana.editor.html,3.0.3.1338353383,"com.aptana.editor.html",1351063068158
error,log,,,"(Build 3.1.3.1337406272) [ERROR]  /Users/dlove/rails_projects/treebook/.metadata/.plugins/com.aptana.index.core/114577082.index (No such file or directory)",1351063068700
error,log,,,"(Build 3.1.3.1337406272) [ERROR]  /Users/dlove/rails_projects/treebook/.metadata/.plugins/com.aptana.index.core/114577082.index (No such file or directory)",1351063068703
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1351063073803
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351063075894
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351063083377
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.rename",1351063083441
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351063089102
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351063096142
error,log,,,"(Build 3.1.3.1337406272) [ERROR]  /Users/dlove/rails_projects/treebook/.metadata/.plugins/com.aptana.index.core/3575558297.index (No such file or directory)",1351063097520
activated,editor,com.aptana.editor.ruby,3.0.3.1337406325,"com.aptana.editor.ruby",1351063099247
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351063101041
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351063102878
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351063133038
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1351063137653
activated,editor,com.aptana.editor.erb,3.0.3.1337406325,"com.aptana.editor.erb.html",1351063144167
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351063147585
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351063149851
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351063157788
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351063164808
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351063179385
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351063206164
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1351063215012
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351063243754
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351063246516
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351063272709
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1351063280283
opened,editor,com.aptana.editor.ruby,3.0.3.1337406325,"com.aptana.editor.ruby",1351063280749
activated,editor,com.aptana.editor.ruby,3.0.3.1337406325,"com.aptana.editor.ruby",1351063280776
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1351063288198
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351063291676
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351063292750
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351063361739
activated,editor,com.aptana.editor.ruby,3.0.3.1337406325,"com.aptana.editor.ruby",1351063364150
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351063368197
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351063486096
activated,editor,com.aptana.editor.ruby,3.0.3.1337406325,"com.aptana.editor.ruby",1351063488791
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351063496681
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351063498689
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351063583639
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351063587445
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351063609795
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351063619509
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351063621134
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351063675932
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351063676008
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351063685168
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1351063695865
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351063708491
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351063716719
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1351063742922
opened,editor,com.aptana.editor.ruby,3.0.3.1337406325,"com.aptana.editor.ruby",1351063749936
activated,editor,com.aptana.editor.ruby,3.0.3.1337406325,"com.aptana.editor.ruby",1351063749962
closed,editor,com.aptana.editor.html,3.0.3.1338353383,"com.aptana.editor.html",1351063753914
closed,editor,com.aptana.editor.erb,3.0.3.1337406325,"com.aptana.editor.erb.html",1351063756798
closed,editor,com.aptana.editor.erb,3.0.3.1337406325,"com.aptana.editor.erb.html",1351063760370
closed,editor,com.aptana.editor.sass,3.0.2.1337406325,"com.aptana.editor.sass",1351063762214
closed,editor,com.aptana.editor.coffee,3.0.0.1337703194,"com.aptana.editor.coffee",1351063763412
closed,editor,com.aptana.editor.ruby,3.0.3.1337406325,"com.aptana.editor.ruby",1351063765730
activated,editor,com.aptana.editor.erb,3.0.3.1337406325,"com.aptana.editor.erb.html",1351063770183
activated,editor,com.aptana.editor.ruby,3.0.3.1337406325,"com.aptana.editor.ruby",1351063775866
closed,editor,com.aptana.editor.erb,3.0.3.1337406325,"com.aptana.editor.erb.html",1351063775866
closed,editor,com.aptana.editor.css,3.0.3.1337703194,"com.aptana.editor.css",1351063777886
closed,editor,com.aptana.editor.sass,3.0.2.1337406325,"com.aptana.editor.sass",1351063780149
closed,editor,com.aptana.portal.ui,3.0.0.1337406272,"com.aptana.portal.ui.browser.startPage",1351063782391
closed,editor,com.aptana.editor.erb,3.0.3.1337406325,"com.aptana.editor.erb.html",1351063784450
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351063831680
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351064134920
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351064136274
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351064138977
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351064144610
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351064308818
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351064336348
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351064343808
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351064366013
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351064374060
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351064375449
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351064376779
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351064387173
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351064388193
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.AllMarkersView",1351065225999
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351065226056
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351065250117
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351065258666
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351065274841
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351065286320
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351065306280
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351065325067
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351065350752
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351065538214
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351065542267
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351065554196
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351065555542
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351065597679
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1351065600680
opened,editor,com.aptana.editor.erb,3.0.3.1337406325,"com.aptana.editor.erb.html",1351065620710
activated,editor,com.aptana.editor.erb,3.0.3.1337406325,"com.aptana.editor.erb.html",1351065620745
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351065638467
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351065653823
error,log,,,"(Build 3.1.3.1337406272) [ERROR]  /Users/dlove/rails_projects/treebook/.metadata/.plugins/com.aptana.index.core/114577082.index (No such file or directory)",1351065665282
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351065723635
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351065729390
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1351065796143
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1351065799963
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351065826047
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351065828163
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1351065838320
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351065858432
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351065867515
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.AllMarkersView",1351066040768
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351066040818
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351066043341
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351066045409
activated,editor,com.aptana.editor.erb,3.0.3.1337406325,"com.aptana.editor.erb.html",1351066074721
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1351066081077
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351066082155
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351066083851
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351066129383
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351066130218
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351066222369
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351066237361
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351067035608
activated,editor,com.aptana.editor.ruby,3.0.3.1337406325,"com.aptana.editor.ruby",1351067038641
activated,editor,com.aptana.editor.ruby,3.0.3.1337406325,"com.aptana.editor.ruby",1351067042148
activated,editor,com.aptana.editor.ruby,3.0.3.1337406325,"com.aptana.editor.ruby",1351067044470
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351067070496
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351067161658
